ticker,company_name,source_md,competitor_count,review_status,competitor_entities,competitor_basis,competitor_text
1315,達新,Pilot_Reports/石化及塑橡膠 - 塑膠製品/1315_達新.md,0,needs_competitor_review,,,
1316,上曜,Pilot_Reports/石化及塑橡膠 - 塑膠製品/1316_上曜.md,0,needs_competitor_review,,,
1319,東陽,Pilot_Reports/石化及塑橡膠 - 塑膠製品/1319_東陽.md,0,needs_competitor_review,,,
1321,大洋,Pilot_Reports/石化及塑橡膠 - 塑膠製品/1321_大洋.md,0,needs_competitor_review,,,
1323,永裕,Pilot_Reports/石化及塑橡膠 - 塑膠製品/1323_永裕.md,0,needs_competitor_review,,,
1324,地球,Pilot_Reports/石化及塑橡膠 - 塑膠製品/1324_地球.md,0,needs_competitor_review,,,
1325,恆大,Pilot_Reports/石化及塑橡膠 - 塑膠製品/1325_恆大.md,0,needs_competitor_review,,,
1326,台化,Pilot_Reports/石化及塑橡膠 - 石化中間原料(例如乙烯、丙烯、丁二烯、苯、酚等)/1326_台化.md,0,needs_competitor_review,,,
1336,台翰,Pilot_Reports/通信網路 - 塑膠_金屬機殼/1336_台翰.md,0,needs_competitor_review,,,
1337,再生-KY,Pilot_Reports/石化及塑橡膠 - 塑膠製品/1337_再生-KY.md,0,needs_competitor_review,,,
1338,廣華-KY,Pilot_Reports/汽車 - 其他/1338_廣華-KY.md,0,needs_competitor_review,,,
1339,昭輝,Pilot_Reports/石化及塑橡膠 - 塑膠製品/1339_昭輝.md,0,needs_competitor_review,,,
1340,勝悅-KY,Pilot_Reports/石化及塑橡膠 - 塑膠製品/1340_勝悅-KY.md,0,needs_competitor_review,,,
1341,富林-KY,Pilot_Reports/Textile Manufacturing/1341_富林-KY.md,0,needs_competitor_review,,,
1342,八貫,Pilot_Reports/其他 - 其他/1342_八貫.md,0,needs_competitor_review,,,
1343,旭東環保,Pilot_Reports/石化及塑橡膠 - 塑膠製品/1343_旭東環保.md,0,needs_competitor_review,,,
1402,遠東新,Pilot_Reports/石化及塑橡膠 - 石化中間原料(例如乙烯、丙烯、丁二烯、苯、酚等)/1402_遠東新.md,0,needs_competitor_review,,,
1409,新纖,Pilot_Reports/石化及塑橡膠 - 人造纖維/1409_新纖.md,0,needs_competitor_review,,,
1410,南染,Pilot_Reports/半導體 - IC封裝測試/1410_南染.md,0,needs_competitor_review,,,
1413,宏洲,Pilot_Reports/紡織 - 人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等/1413_宏洲.md,0,needs_competitor_review,,,
1414,東和,Pilot_Reports/紡織 - 紡紗/1414_東和.md,0,needs_competitor_review,,,
1416,廣豐,Pilot_Reports/軟體服務 - 應用_系統軟體設計開發/1416_廣豐.md,0,needs_competitor_review,,,
1417,嘉裕,Pilot_Reports/紡織 - 成衣及其它家居紡織類品/1417_嘉裕.md,0,needs_competitor_review,,,
1418,東華,Pilot_Reports/紡織 - 人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等/1418_東華.md,0,needs_competitor_review,,,
1419,新紡,Pilot_Reports/紡織 - 織布/1419_新紡.md,0,needs_competitor_review,,,
1423,利華,Pilot_Reports/紡織 - 天然纖維產品(例如純棉、純羊毛等)/1423_利華.md,0,needs_competitor_review,,,
1432,大魯閣,Pilot_Reports/休閒娛樂 - 娛樂服務業/1432_大魯閣.md,0,needs_competitor_review,,,
1434,福懋,Pilot_Reports/半導體 - IC封裝測試/1434_福懋.md,0,needs_competitor_review,,,
1435,中福,Pilot_Reports/其他 - 其他/1435_中福.md,0,needs_competitor_review,,,
1436,華友聯,Pilot_Reports/建材營造 - 建設業/1436_華友聯.md,0,needs_competitor_review,,,
1437,勤益控,Pilot_Reports/其他 - 其他/1437_勤益控.md,0,needs_competitor_review,,,
1438,三地開發,Pilot_Reports/建材營造 - 建設業/1438_三地開發.md,0,needs_competitor_review,,,
1439,雋揚,Pilot_Reports/建材營造 - 建設業/1439_雋揚.md,0,needs_competitor_review,,,
1440,南紡,Pilot_Reports/紡織 - 人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等/1440_南紡.md,0,needs_competitor_review,,,
1441,大東,Pilot_Reports/紡織 - 紡紗/1441_大東.md,0,needs_competitor_review,,,
1442,名軒,Pilot_Reports/建材營造 - 建設業/1442_名軒.md,0,needs_competitor_review,,,
1443,立益物流,Pilot_Reports/其他 - 其他/1443_立益物流.md,0,needs_competitor_review,,,
1444,力麗,Pilot_Reports/紡織 - 人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等/1444_力麗.md,0,needs_competitor_review,,,
1445,大宇,Pilot_Reports/紡織 - 紡紗/1445_大宇.md,0,needs_competitor_review,,,
1446,宏和,Pilot_Reports/紡織 - 織布/1446_宏和.md,0,needs_competitor_review,,,
1447,力鵬,Pilot_Reports/紡織 - 人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等/1447_力鵬.md,0,needs_competitor_review,,,
1449,佳和,Pilot_Reports/紡織 - 紡紗/1449_佳和.md,0,needs_competitor_review,,,
1451,年興,Pilot_Reports/紡織 - 紡紗/1451_年興.md,0,needs_competitor_review,,,
1452,宏益,Pilot_Reports/紡織 - 人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等/1452_宏益.md,0,needs_competitor_review,,,
1453,大將,Pilot_Reports/紡織 - 紡紗/1453_大將.md,0,needs_competitor_review,,,
1454,台富,Pilot_Reports/紡織 - 紡紗/1454_台富.md,0,needs_competitor_review,,,
1455,集盛,Pilot_Reports/紡織 - 人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等/1455_集盛.md,0,needs_competitor_review,,,
1456,怡華,Pilot_Reports/紡織 - 人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等/1456_怡華.md,0,needs_competitor_review,,,
1457,宜進,Pilot_Reports/紡織 - 人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等/1457_宜進.md,0,needs_competitor_review,,,
1459,聯發,Pilot_Reports/紡織 - 人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等/1459_聯發.md,0,needs_competitor_review,,,
1460,宏遠,Pilot_Reports/紡織 - 紡紗/1460_宏遠.md,0,needs_competitor_review,,,
1463,強盛新,Pilot_Reports/紡織 - 染整/1463_強盛新.md,0,needs_competitor_review,,,
1464,得力,Pilot_Reports/紡織 - 人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等/1464_得力.md,0,needs_competitor_review,,,
1465,偉全,Pilot_Reports/紡織 - 人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等/1465_偉全.md,0,needs_competitor_review,,,
1466,聚隆,Pilot_Reports/紡織 - 人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等/1466_聚隆.md,0,needs_competitor_review,,,
1467,南緯,Pilot_Reports/紡織 - 染整/1467_南緯.md,0,needs_competitor_review,,,
1468,昶和,Pilot_Reports/紡織 - 人造纖維產品(例如尼龍纖維、聚酯纖維、嫘縈纖維等/1468_昶和.md,0,needs_competitor_review,,,
1470,大統新創,Pilot_Reports/紡織 - 染整/1470_大統新創.md,0,needs_competitor_review,,,
1471,首利,Pilot_Reports/電腦及週邊設備 - 機殼/1471_首利.md,0,needs_competitor_review,,,
1472,三洋實業,Pilot_Reports/建材營造 - 結構工程/1472_三洋實業.md,0,needs_competitor_review,,,
1473,台南,Pilot_Reports/紡織 - 成衣及其它家居紡織類品/1473_台南.md,0,needs_competitor_review,,,
1474,弘裕,Pilot_Reports/紡織 - 織布/1474_弘裕.md,0,needs_competitor_review,,,
1475,業旺,Pilot_Reports/紡織 - 染整/1475_業旺.md,0,needs_competitor_review,,,
1476,儒鴻,Pilot_Reports/紡織 - 織布/1476_儒鴻.md,0,needs_competitor_review,,,
1477,聚陽,Pilot_Reports/紡織 - 成衣及其它家居紡織類品/1477_聚陽.md,0,needs_competitor_review,,,
1503,士電,Pilot_Reports/電動車輛產業 - 零組件/1503_士電.md,0,needs_competitor_review,,,
1504,東元,Pilot_Reports/電動車輛產業 - 零組件/1504_東元.md,0,needs_competitor_review,,,
1506,正道,Pilot_Reports/電機機械 - 車用機械傳動設備及零配件/1506_正道.md,0,needs_competitor_review,,,
1512,瑞利,Pilot_Reports/電機機械 - 車用機械傳動設備及零配件/1512_瑞利.md,0,needs_competitor_review,,,
1513,中興電,Pilot_Reports/太陽能產業 - 太陽能發電設備_系統及系統工程/1513_中興電.md,0,needs_competitor_review,,,
1514,亞力,Pilot_Reports/汽電共生 - 配電系統/1514_亞力.md,0,needs_competitor_review,,,
1515,力山,Pilot_Reports/電機機械 - 手工具機/1515_力山.md,0,needs_competitor_review,,,
1516,川飛,Pilot_Reports/其他 - 其他/1516_川飛.md,0,needs_competitor_review,,,
1517,利奇,Pilot_Reports/電機機械 - 車用機械傳動設備及零配件/1517_利奇.md,0,needs_competitor_review,,,
1519,華城,Pilot_Reports/電動車輛產業 - 零組件/1519_華城.md,0,needs_competitor_review,,,
1521,大億,Pilot_Reports/汽車 - 車燈/1521_大億.md,0,needs_competitor_review,,,
1522,堤維西,Pilot_Reports/汽車 - 車燈/1522_堤維西.md,0,needs_competitor_review,,,
1524,耿鼎,Pilot_Reports/汽車 - 鈑金/1524_耿鼎.md,0,needs_competitor_review,,,
1525,江申,Pilot_Reports/汽車 - 其他/1525_江申.md,0,needs_competitor_review,,,
1526,日馳,Pilot_Reports/電機機械 - 傳動元件/1526_日馳.md,0,needs_competitor_review,,,
1527,鑽全,Pilot_Reports/電機機械 - 手工具機/1527_鑽全.md,0,needs_competitor_review,,,
1528,恩德,Pilot_Reports/印刷電路板 - 生產製程及檢測設備/1528_恩德.md,0,needs_competitor_review,,,
1529,樂事綠能,Pilot_Reports/太陽能產業 - 太陽能發電設備_系統及系統工程/1529_樂事綠能.md,0,needs_competitor_review,,,
1530,亞崴,Pilot_Reports/電機機械 - 金屬加工用機械/1530_亞崴.md,0,needs_competitor_review,,,
1531,高林股,Pilot_Reports/電機機械 - 專用機械(如紡織成衣生產用機械、食品飲料生產用機械、農林用機械等)/1531_高林股.md,0,needs_competitor_review,,,
1532,勤美,Pilot_Reports/休閒娛樂 - 娛樂服務業/1532_勤美.md,0,needs_competitor_review,,,
1533,車王電,Pilot_Reports/電動車輛產業 - 零組件/1533_車王電.md,0,needs_competitor_review,,,
1535,中宇,Pilot_Reports/電機機械 - 機電系統工程/1535_中宇.md,0,needs_competitor_review,,,
1536,和大,Pilot_Reports/電動車輛產業 - 零組件/1536_和大.md,0,needs_competitor_review,,,
1537,廣隆,Pilot_Reports/電動車輛產業 - 零組件/1537_廣隆.md,0,needs_competitor_review,,,
1538,正峰,Pilot_Reports/LED照明產業 - 燈具_應用/1538_正峰.md,0,needs_competitor_review,,,
1539,巨庭,Pilot_Reports/電機機械 - 手工具機/1539_巨庭.md,0,needs_competitor_review,,,
1540,喬福,Pilot_Reports/電機機械 - 金屬加工用機械/1540_喬福.md,0,needs_competitor_review,,,
1541,錩泰,Pilot_Reports/電機機械 - 手工具機/1541_錩泰.md,0,needs_competitor_review,,,
1558,伸興,Pilot_Reports/電機機械 - 專用機械(如紡織成衣生產用機械、食品飲料生產用機械、農林用機械等)/1558_伸興.md,0,needs_competitor_review,,,
1560,中砂,Pilot_Reports/電機機械 - 五金元件及零配件/1560_中砂.md,0,needs_competitor_review,,,
1563,巧新,Pilot_Reports/電機機械 - 車用機械傳動設備及零配件/1563_巧新.md,2,has_competitor_entry,Otto Fuchs,,[[Otto Fuchs]] — 全球第一大鍛造輪圈廠 (德國) | ### 主要競爭對手
1568,倉佑,Pilot_Reports/電機機械 - 車用機械傳動設備及零配件/1568_倉佑.md,0,needs_competitor_review,,,
1569,濱川,Pilot_Reports/電腦及週邊設備 - 機殼/1569_濱川.md,0,needs_competitor_review,,,
1570,力肯,Pilot_Reports/電機機械 - 手工具機/1570_力肯.md,0,needs_competitor_review,,,
1580,新麥,Pilot_Reports/電機機械 - 專用機械(如紡織成衣生產用機械、食品飲料生產用機械、農林用機械等)/1580_新麥.md,0,needs_competitor_review,,,
1582,信錦,Pilot_Reports/電腦及週邊設備 - 機構樞紐/1582_信錦.md,0,needs_competitor_review,,,
1583,程泰,Pilot_Reports/電機機械 - 金屬加工用機械/1583_程泰.md,0,needs_competitor_review,,,
1584,精剛,Pilot_Reports/其他 - 其他/1584_精剛.md,0,needs_competitor_review,,,
1586,和勤,Pilot_Reports/電腦及週邊設備 - 金屬、塑膠模具/1586_和勤.md,0,needs_competitor_review,,,
1587,吉茂,Pilot_Reports/汽車 - 其他/1587_吉茂.md,0,needs_competitor_review,,,
1589,永冠-KY,Pilot_Reports/風力發電 - 齒輪箱/1589_永冠-KY.md,0,needs_competitor_review,,,
1590,亞德客-KY,Pilot_Reports/電機機械 - 傳動元件/1590_亞德客-KY.md,3,has_competitor_entry,SMC、Festo、氣動元件、鴻海、Luxshare、Apple、CATL、BYD、線性滑軌、NOK,,[[SMC]]、[[Festo]] | 亞德客國際 (1590，AirTAC，亞德客-KY) 為全球知名[[氣動元件]]製造商，中國市佔約 30%。競爭對手為[[SMC]] (日本) 與[[Festo]] (德國)。客戶含[[鴻海]]、[[Luxshare]] ([[Apple]]供應鏈)、[[CATL]]、[[BYD]]。另拓展[[線性滑軌]]。密封件來自[[NOK]]。 | ### 競爭對手
1591,駿吉-KY,Pilot_Reports/半導體 - 生產製程及檢測設備/1591_駿吉-KY.md,0,needs_competitor_review,,,
1593,祺驊,Pilot_Reports/醫療器材 - 電子零組件、塑化材料、五金零件/1593_祺驊.md,0,needs_competitor_review,,,
1594,日高,Pilot_Reports/電機機械 - 機電系統工程/1594_日高.md,0,needs_competitor_review,,,
1595,川寶,Pilot_Reports/半導體 - 生產製程及檢測設備/1595_川寶.md,0,needs_competitor_review,,,
1597,直得,Pilot_Reports/電機機械 - 傳動元件/1597_直得.md,0,needs_competitor_review,,,
1598,岱宇,Pilot_Reports/運動科技 - 健身器材/1598_岱宇.md,0,needs_competitor_review,,,
1599,宏佳騰,Pilot_Reports/電動車輛產業 - 電動汽車、電動機車、電動自行車/1599_宏佳騰.md,0,needs_competitor_review,,,
1603,華電,Pilot_Reports/智慧電網 - 高_低壓輸電設施/1603_華電.md,0,needs_competitor_review,,,
1604,聲寶,Pilot_Reports/平面顯示器 - 電視/1604_聲寶.md,0,needs_competitor_review,,,
1605,華新,Pilot_Reports/電動車輛產業 - 鋰電池材料/1605_華新.md,0,needs_competitor_review,,,
1608,華榮,Pilot_Reports/通信網路 - 光通訊設備(如光纖電纜、光傳輸設備)/1608_華榮.md,0,needs_competitor_review,,,
1609,大亞,Pilot_Reports/太陽能產業 - 太陽能電廠/1609_大亞.md,0,needs_competitor_review,,,
1611,中電,Pilot_Reports/電動車輛產業 - 鋰電池材料/1611_中電.md,0,needs_competitor_review,,,
1612,宏泰,Pilot_Reports/汽電共生 - 電纜/1612_宏泰.md,0,needs_competitor_review,,,
1614,三洋電,Pilot_Reports/通信網路 - 有線通訊設備(如電話機、傳真機)/1614_三洋電.md,0,needs_competitor_review,,,
1615,大山,Pilot_Reports/汽電共生 - 電纜/1615_大山.md,0,needs_competitor_review,,,
1616,億泰,Pilot_Reports/其他 - 其他/1616_億泰.md,0,needs_competitor_review,,,
1617,榮星,Pilot_Reports/通信網路 - 線材/1617_榮星.md,0,needs_competitor_review,,,
1618,合機,Pilot_Reports/汽電共生 - 電纜/1618_合機.md,0,needs_competitor_review,,,
1623,大東電,Pilot_Reports/汽電共生 - 電纜/1623_大東電.md,0,needs_competitor_review,,,
1626,艾美特-KY,Pilot_Reports/其他 - 其他/1626_艾美特-KY.md,0,needs_competitor_review,,,
1708,東鹼,Pilot_Reports/其他 - 其他/1708_東鹼.md,0,needs_competitor_review,,,
1709,和益,Pilot_Reports/石化及塑橡膠 - 石化中間原料(例如乙烯、丙烯、丁二烯、苯、酚等)/1709_和益.md,0,needs_competitor_review,,,
1710,東聯,Pilot_Reports/紡織 - 石化原料(例如純對苯二甲酸、乙二醇、己內醯胺、丙烯腈等)/1710_東聯.md,0,needs_competitor_review,,,
1711,永光,Pilot_Reports/半導體 - 化學品/1711_永光.md,0,needs_competitor_review,,,
1712,興農,Pilot_Reports/石化及塑橡膠 - 塑膠製品/1712_興農.md,0,needs_competitor_review,,,
1713,國化,Pilot_Reports/紡織 - 化學助劑/1713_國化.md,0,needs_competitor_review,,,
1714,和桐,Pilot_Reports/石化及塑橡膠 - 石化中間原料(例如乙烯、丙烯、丁二烯、苯、酚等)/1714_和桐.md,0,needs_competitor_review,,,
1717,長興,Pilot_Reports/半導體 - 化學品/1717_長興.md,4,has_competitor_entry,杜邦、旭化成、Allnex、乾膜光阻、UV光固化、台積電、欣興、臻鼎、華通、景碩、CoWoS、Apple、DuPont、台塑集團、中石化,,[[杜邦]]、[[旭化成]] — 乾膜光阻競爭 | [[Allnex]] — UV 光固化競爭 | 長興材料 (1717，Eternal Materials) 為全球[[乾膜光阻]]龍頭 (佔電子材料營收約 64%)，亦為全球前三大[[UV光固化]]材料供應商 (與[[Allnex]]、Sartomer 並列)。電子材料為核心事業，[[乾膜光阻]]供應全球 PCB 及載板廠，客戶涵蓋[[台積電]] (先進封裝)、[[欣興]]、[[臻鼎]]、[[華通]]、[[景碩]]等。近期確認切入[[台積電]] [[CoWoS]]先進封裝用底部填充膠 (underfill)，預計 2026 年量產，有望成為[[Apple]]次世代 iPhone/Mac 處理器封裝主力材料供應商。主要競爭對手為[[杜邦]] ([[DuPont]]) 及[[旭化成]] (Asahi Kasei)。馬來西亞新乾膜光阻產線建設中。上游化工原料部分來自[[台塑集團]]及[[中石化]]。 | ### 主要競爭對手
1718,中纖,Pilot_Reports/其他 - 其他/1718_中纖.md,0,needs_competitor_review,,,
1721,三晃,Pilot_Reports/石化及塑橡膠 - 石化中間原料(例如乙烯、丙烯、丁二烯、苯、酚等)/1721_三晃.md,0,needs_competitor_review,,,
1722,台肥,Pilot_Reports/其他 - 其他/1722_台肥.md,0,needs_competitor_review,,,
1723,中碳,Pilot_Reports/電動車輛產業 - 鋰電池材料/1723_中碳.md,0,needs_competitor_review,,,
1725,元禎,Pilot_Reports/石化及塑橡膠 - 石化中間原料(例如乙烯、丙烯、丁二烯、苯、酚等)/1725_元禎.md,0,needs_competitor_review,,,
1726,永記,Pilot_Reports/其他 - 其他/1726_永記.md,0,needs_competitor_review,,,
1727,中華化,Pilot_Reports/半導體 - 化學品/1727_中華化.md,3,has_competitor_entry,關東鑫林、台積電、硫酸、電子級硫酸、聯電、力積電、世界先進、友達、群創、台灣中油,,[[關東鑫林]] — 現任[[台積電]]電子級硫酸獨家供應商 | 中華化學工業 (1727，CCIW) 創立於 1952 年，為台灣歷史最悠久之民營[[硫酸]]製造商，正積極轉型為[[電子級硫酸]]供應商切入半導體濕製程。營收結構：基礎化學品 (46%)、特用化學品 (32%)、電子化學品 (22%)。投資逾 10 億元興建第五條產線 (年產能 3 萬噸)，目標 2026 年上半年通過[[台積電]]認證，成為第二家電子級硫酸合格供應商。現已供應[[聯電]]、[[力積電]]、[[世界先進]]等晶圓代工廠。面板客戶涵蓋[[友達]]、[[群創]]。主要競爭對手為[[關東鑫林]] (現任[[台積電]]獨家供應商)。上游硫磺採購自[[台灣中油]]。 | ### 主要競爭對手
1730,花仙子,Pilot_Reports/石化及塑橡膠 - 塑膠製品/1730_花仙子.md,0,needs_competitor_review,,,
1732,毛寶,Pilot_Reports/石化及塑橡膠 - 清潔用品/1732_毛寶.md,0,needs_competitor_review,,,
1735,日勝化,Pilot_Reports/石化及塑橡膠 - 石化中間原料(例如乙烯、丙烯、丁二烯、苯、酚等)/1735_日勝化.md,0,needs_competitor_review,,,
1736,喬山,Pilot_Reports/運動科技 - 健身器材/1736_喬山.md,0,needs_competitor_review,,,
1742,台蠟,Pilot_Reports/半導體 - 化學品/1742_台蠟.md,0,needs_competitor_review,,,
1773,勝一,Pilot_Reports/平面顯示器 - 化學品(如光阻劑、靶材等)/1773_勝一.md,0,needs_competitor_review,,,
1776,展宇,Pilot_Reports/石化及塑橡膠 - 石化中間原料(例如乙烯、丙烯、丁二烯、苯、酚等)/1776_展宇.md,0,needs_competitor_review,,,
1785,光洋科,Pilot_Reports/半導體 - 化學品/1785_光洋科.md,0,needs_competitor_review,,,
1802,台玻,Pilot_Reports/印刷電路板 - 玻璃纖維_玻纖布/1802_台玻.md,0,needs_competitor_review,,,
1805,寶徠,Pilot_Reports/建材營造 - 建設業/1805_寶徠.md,0,needs_competitor_review,,,
1806,冠軍,Pilot_Reports/建材營造 - 建材原料/1806_冠軍.md,0,needs_competitor_review,,,
1808,潤隆,Pilot_Reports/建材營造 - 建設業/1808_潤隆.md,0,needs_competitor_review,,,
1809,中釉,Pilot_Reports/LED照明產業 - 封裝_模組/1809_中釉.md,0,needs_competitor_review,,,
1810,和成,Pilot_Reports/建材營造 - 建材原料/1810_和成.md,1,has_competitor_entry,TOTO、凱撒衛浴、電光牌,,[[TOTO]]、[[凱撒衛浴]]、[[電光牌]]
1815,富喬,Pilot_Reports/印刷電路板 - 玻璃纖維_玻纖布/1815_富喬.md,1,has_competitor_entry,德宏、日東紡,,- **競爭同業:** [[德宏]]、日本 [[日東紡]]
1817,凱撒衛,Pilot_Reports/建材營造 - 建材原料/1817_凱撒衛.md,0,needs_competitor_review,,,
2002,中鋼,Pilot_Reports/鋼鐵 - 鋼胚/2002_中鋼.md,0,needs_competitor_review,,,
2006,東和鋼鐵,Pilot_Reports/鋼鐵 - 鋼胚/2006_東和鋼鐵.md,0,needs_competitor_review,,,
2007,燁興,Pilot_Reports/鋼鐵 - 鋼筋/2007_燁興.md,0,needs_competitor_review,,,
2008,高興昌,Pilot_Reports/鋼鐵 - 冷熱軋鋼板捲/2008_高興昌.md,0,needs_competitor_review,,,
2009,第一銅,Pilot_Reports/鋼鐵 - 冷熱軋鋼板捲/2009_第一銅.md,0,needs_competitor_review,,,
2010,春源,Pilot_Reports/鋼鐵 - 冷熱軋鋼板捲/2010_春源.md,0,needs_competitor_review,,,
2012,春雨,Pilot_Reports/風力發電 - 其他配件/2012_春雨.md,0,needs_competitor_review,,,
2013,中鋼構,Pilot_Reports/風力發電 - 鋼材/2013_中鋼構.md,0,needs_competitor_review,,,
2014,中鴻,Pilot_Reports/鋼鐵 - 冷熱軋鋼板捲/2014_中鴻.md,0,needs_competitor_review,,,
2015,豐興,Pilot_Reports/鋼鐵 - 鋼胚/2015_豐興.md,1,has_competitor_entry,電爐、鋼筋、東和鋼鐵、中鋼構、長榮鋼,,豐興鋼鐵 (2015) 為台灣主要[[電爐]]鋼廠，生產[[鋼筋]]及線材，為中部地區[[鋼筋]]價格指標。採廢鋼電爐煉鋼。下游供應營建業。同業競爭者含[[東和鋼鐵]] (2006)。鋼構客戶含[[中鋼構]]、[[長榮鋼]]。
2017,官田鋼,Pilot_Reports/鋼鐵 - 鋼筋/2017_官田鋼.md,0,needs_competitor_review,,,
2020,美亞,Pilot_Reports/鋼鐵 - 製管/2020_美亞.md,0,needs_competitor_review,,,
2022,聚亨,Pilot_Reports/鋼鐵 - 線材盤元/2022_聚亨.md,0,needs_competitor_review,,,
2023,燁輝,Pilot_Reports/鋼鐵 - 冷熱軋鋼板捲/2023_燁輝.md,0,needs_competitor_review,,,
2024,志聯,Pilot_Reports/鋼鐵 - 鋼線鋼纜/2024_志聯.md,0,needs_competitor_review,,,
2025,千興,Pilot_Reports/鋼鐵 - 冷熱軋不鏽鋼板捲/2025_千興.md,0,needs_competitor_review,,,
2027,大成鋼,Pilot_Reports/鋼鐵 - 製管/2027_大成鋼.md,0,needs_competitor_review,,,
2028,威致,Pilot_Reports/鋼鐵 - 鋼胚/2028_威致.md,0,needs_competitor_review,,,
2029,盛餘,Pilot_Reports/鋼鐵 - 冷熱軋鋼板捲/2029_盛餘.md,0,needs_competitor_review,,,
2030,彰源,Pilot_Reports/鋼鐵 - 製管/2030_彰源.md,0,needs_competitor_review,,,
2031,新光鋼,Pilot_Reports/太陽能產業 - 太陽能發電設備_系統及系統工程/2031_新光鋼.md,0,needs_competitor_review,,,
2032,新鋼,Pilot_Reports/鋼鐵 - 裁剪加工/2032_新鋼.md,0,needs_competitor_review,,,
2033,佳大,Pilot_Reports/鋼鐵 - 鋼線鋼纜/2033_佳大.md,0,needs_competitor_review,,,
2034,允強,Pilot_Reports/鋼鐵 - 冷熱軋不鏽鋼板捲/2034_允強.md,0,needs_competitor_review,,,
2035,唐榮,Pilot_Reports/鋼鐵 - 不鏽鋼胚/2035_唐榮.md,0,needs_competitor_review,,,
2038,海光,Pilot_Reports/鋼鐵 - 鋼筋/2038_海光.md,0,needs_competitor_review,,,
2049,上銀,Pilot_Reports/自動化 - 工業型機器人/2049_上銀.md,0,needs_competitor_review,,,
2059,川湖,Pilot_Reports/電腦及週邊設備 - 其他電腦及週邊設備之零組件/2059_川湖.md,1,has_competitor_entry,Accuride,,[[Accuride]] (全球市佔第一，約 66%)
2061,風青,Pilot_Reports/其他 - 其他/2061_風青.md,0,needs_competitor_review,,,
2062,橋椿,Pilot_Reports/其他 - 其他/2062_橋椿.md,0,needs_competitor_review,,,
2063,世鎧,Pilot_Reports/鋼鐵 - 不鏽鋼棒線/2063_世鎧.md,0,needs_competitor_review,,,
2064,晉椿,Pilot_Reports/鋼鐵 - 線材盤元/2064_晉椿.md,0,needs_competitor_review,,,
